"","Code.or.Value","Value.Description","Count","Cumulative","Skip.to.Item","Variable","Fichier","jointure","var_tab"
"7381","99","Don't know",0,"2134",NA,"RHQ160","RHQ_I.htm","RHQ160_RHQ_99","RHQ160_RHQ"
"7382",".","Missing",1337,"3471",NA,"RHQ160","RHQ_I.htm","RHQ160_RHQ_.","RHQ160_RHQ"
"7383","1","Yes",183,"183","","RHQ162","RHQ_I.htm","RHQ162_RHQ_1","RHQ162_RHQ"
"7384","2","No",1927,"2110","RHQ166","RHQ162","RHQ_I.htm","RHQ162_RHQ_2","RHQ162_RHQ"
"7385","3","Borderline",15,"2125","RHQ166","RHQ162","RHQ_I.htm","RHQ162_RHQ_3","RHQ162_RHQ"
"7386","7","Refused",0,"2125","RHQ166","RHQ162","RHQ_I.htm","RHQ162_RHQ_7","RHQ162_RHQ"
"7387","9","Don't know",8,"2133","RHQ166","RHQ162","RHQ_I.htm","RHQ162_RHQ_9","RHQ162_RHQ"
"7388",".","Missing",1338,"3471","","RHQ162","RHQ_I.htm","RHQ162_RHQ_.","RHQ162_RHQ"
"7389","15 to 44","Range of Values",181,"181",NA,"RHQ163","RHQ_I.htm","RHQ163_RHQ_15 to 44","RHQ163_RHQ"
"7390","14","14 years or under",0,"181",NA,"RHQ163","RHQ_I.htm","RHQ163_RHQ_14","RHQ163_RHQ"
"7391","45","45 years or older",0,"181",NA,"RHQ163","RHQ_I.htm","RHQ163_RHQ_45","RHQ163_RHQ"
"7392","777","Refused",0,"181",NA,"RHQ163","RHQ_I.htm","RHQ163_RHQ_777","RHQ163_RHQ"
"7393","999","Don't know",2,"183",NA,"RHQ163","RHQ_I.htm","RHQ163_RHQ_999","RHQ163_RHQ"
"7394",".","Missing",3288,"3471",NA,"RHQ163","RHQ_I.htm","RHQ163_RHQ_.","RHQ163_RHQ"
"7395","0 to 10","Range of Values",2113,"2113",NA,"RHQ166","RHQ_I.htm","RHQ166_RHQ_0 to 10","RHQ166_RHQ"
"7396","11","11 or more",10,"2123",NA,"RHQ166","RHQ_I.htm","RHQ166_RHQ_11","RHQ166_RHQ"
"7397","77","Refused",0,"2123",NA,"RHQ166","RHQ_I.htm","RHQ166_RHQ_77","RHQ166_RHQ"
"7398","99","Don't know",0,"2123",NA,"RHQ166","RHQ_I.htm","RHQ166_RHQ_99","RHQ166_RHQ"
"7399",".","Missing",1348,"3471",NA,"RHQ166","RHQ_I.htm","RHQ166_RHQ_.","RHQ166_RHQ"
"7400","0 to 7","Range of Values",1187,"1187",NA,"RHQ169","RHQ_I.htm","RHQ169_RHQ_0 to 7","RHQ169_RHQ"
"7401","77","Refused",0,"1187",NA,"RHQ169","RHQ_I.htm","RHQ169_RHQ_77","RHQ169_RHQ"
"7402","99","Don't know",0,"1187",NA,"RHQ169","RHQ_I.htm","RHQ169_RHQ_99","RHQ169_RHQ"
"7403",".","Missing",2284,"3471",NA,"RHQ169","RHQ_I.htm","RHQ169_RHQ_.","RHQ169_RHQ"
"7404","1","Yes",370,"370","","RHQ172","RHQ_I.htm","RHQ172_RHQ_1","RHQ172_RHQ"
"7405","2","No",1647,"2017","RHQ171","RHQ172","RHQ_I.htm","RHQ172_RHQ_2","RHQ172_RHQ"
"7406","7","Refused",0,"2017","RHQ171","RHQ172","RHQ_I.htm","RHQ172_RHQ_7","RHQ172_RHQ"
"7407","9","Don't know",13,"2030","RHQ171","RHQ172","RHQ_I.htm","RHQ172_RHQ_9","RHQ172_RHQ"
"7408",".","Missing",1441,"3471","","RHQ172","RHQ_I.htm","RHQ172_RHQ_.","RHQ172_RHQ"
"7409","15 to 43","Range of Values",362,"362",NA,"RHD173","RHQ_I.htm","RHD173_RHQ_15 to 43","RHD173_RHQ"
"7410","14","14 years or under",1,"363",NA,"RHD173","RHQ_I.htm","RHD173_RHQ_14","RHD173_RHQ"
"7411","45","45 years or older",0,"363",NA,"RHD173","RHQ_I.htm","RHD173_RHQ_45","RHD173_RHQ"
"7412","777","Refused",0,"363",NA,"RHD173","RHQ_I.htm","RHD173_RHQ_777","RHD173_RHQ"
"7413","999","Don't know",5,"368",NA,"RHD173","RHQ_I.htm","RHD173_RHQ_999","RHD173_RHQ"
"7414",".","Missing",3103,"3471",NA,"RHD173","RHQ_I.htm","RHD173_RHQ_.","RHD173_RHQ"
"7415","0 to 10","Range of Values",2022,"2022",NA,"RHQ171","RHQ_I.htm","RHQ171_RHQ_0 to 10","RHQ171_RHQ"
"7416","11","11 or more",7,"2029",NA,"RHQ171","RHQ_I.htm","RHQ171_RHQ_11","RHQ171_RHQ"
"7417","77","Refused",0,"2029",NA,"RHQ171","RHQ_I.htm","RHQ171_RHQ_77","RHQ171_RHQ"
"7418","99","Don't know",0,"2029",NA,"RHQ171","RHQ_I.htm","RHQ171_RHQ_99","RHQ171_RHQ"
"7419",".","Missing",1442,"3471",NA,"RHQ171","RHQ_I.htm","RHQ171_RHQ_.","RHQ171_RHQ"
"7420","15 to 43","Range of Values",1966,"1966",NA,"RHD180","RHQ_I.htm","RHD180_RHQ_15 to 43","RHD180_RHQ"
"7421","14","14 years or under",24,"1990",NA,"RHD180","RHQ_I.htm","RHD180_RHQ_14","RHD180_RHQ"
"7422","45","45 years or older",0,"1990",NA,"RHD180","RHQ_I.htm","RHD180_RHQ_45","RHD180_RHQ"
"7423","777","Refused",0,"1990",NA,"RHD180","RHQ_I.htm","RHD180_RHQ_777","RHD180_RHQ"
"7424","999","Don't know",5,"1995",NA,"RHD180","RHQ_I.htm","RHD180_RHQ_999","RHD180_RHQ"
"7425",".","Missing",1476,"3471",NA,"RHD180","RHQ_I.htm","RHD180_RHQ_.","RHD180_RHQ"
"7426","15 to 44","Range of Values",1982,"1982",NA,"RHD190","RHQ_I.htm","RHD190_RHQ_15 to 44","RHD190_RHQ"
"7427","14","14 years or under",3,"1985",NA,"RHD190","RHQ_I.htm","RHD190_RHQ_14","RHD190_RHQ"
"7428","45","45 years or older",9,"1994",NA,"RHD190","RHQ_I.htm","RHD190_RHQ_45","RHD190_RHQ"
"7429","777","Refused",0,"1994",NA,"RHD190","RHQ_I.htm","RHD190_RHQ_777","RHD190_RHQ"
"7430","999","Don't know",2,"1996",NA,"RHD190","RHQ_I.htm","RHD190_RHQ_999","RHD190_RHQ"
"7431",".","Missing",1475,"3471",NA,"RHD190","RHQ_I.htm","RHD190_RHQ_.","RHD190_RHQ"
"7432","2 to 24","Range of Values",164,"164",NA,"RHQ197","RHQ_I.htm","RHQ197_RHQ_2 to 24","RHQ197_RHQ"
"7433","1","1 month or less",10,"174",NA,"RHQ197","RHQ_I.htm","RHQ197_RHQ_1","RHQ197_RHQ"
"7434","777","Refused",0,"174",NA,"RHQ197","RHQ_I.htm","RHQ197_RHQ_777","RHQ197_RHQ"
"7435","999","Don't know",0,"174",NA,"RHQ197","RHQ_I.htm","RHQ197_RHQ_999","RHQ197_RHQ"
"7436",".","Missing",3297,"3471",NA,"RHQ197","RHQ_I.htm","RHQ197_RHQ_.","RHQ197_RHQ"
"7437","1","Yes",46,"46",NA,"RHQ200","RHQ_I.htm","RHQ200_RHQ_1","RHQ200_RHQ"
"7438","2","No",124,"170",NA,"RHQ200","RHQ_I.htm","RHQ200_RHQ_2","RHQ200_RHQ"
"7439","7","Refused",0,"170",NA,"RHQ200","RHQ_I.htm","RHQ200_RHQ_7","RHQ200_RHQ"
"7440","9","Don't know",0,"170",NA,"RHQ200","RHQ_I.htm","RHQ200_RHQ_9","RHQ200_RHQ"
"7441",".","Missing",3301,"3471",NA,"RHQ200","RHQ_I.htm","RHQ200_RHQ_.","RHQ200_RHQ"
"7442","1","Yes",557,"557","","RHD280","RHQ_I.htm","RHD280_RHQ_1","RHD280_RHQ"
"7443","2","No",1972,"2529","RHQ305","RHD280","RHQ_I.htm","RHD280_RHQ_2","RHD280_RHQ"
"7444","7","Refused",0,"2529","RHQ305","RHD280","RHQ_I.htm","RHD280_RHQ_7","RHD280_RHQ"
"7445","9","Don't know",1,"2530","RHQ305","RHD280","RHQ_I.htm","RHD280_RHQ_9","RHD280_RHQ"
"7446",".","Missing",941,"3471","","RHD280","RHQ_I.htm","RHD280_RHQ_.","RHD280_RHQ"
"7447","21 to 59","Range of Values",510,"510",NA,"RHQ291","RHQ_I.htm","RHQ291_RHQ_21 to 59","RHQ291_RHQ"
"7448","19","19 years or under",3,"513",NA,"RHQ291","RHQ_I.htm","RHQ291_RHQ_19","RHQ291_RHQ"
"7449","60","60 years or older",39,"552",NA,"RHQ291","RHQ_I.htm","RHQ291_RHQ_60","RHQ291_RHQ"
"7450","777","Refused",0,"552",NA,"RHQ291","RHQ_I.htm","RHQ291_RHQ_777","RHQ291_RHQ"
"7451","999","Don't know",5,"557",NA,"RHQ291","RHQ_I.htm","RHQ291_RHQ_999","RHQ291_RHQ"
"7452",".","Missing",2914,"3471",NA,"RHQ291","RHQ_I.htm","RHQ291_RHQ_.","RHQ291_RHQ"
"7453","1","Yes",287,"287","","RHQ305","RHQ_I.htm","RHQ305_RHQ_1","RHQ305_RHQ"
"7454","2","No",2218,"2505","RHQ420","RHQ305","RHQ_I.htm","RHQ305_RHQ_2","RHQ305_RHQ"
"7455","7","Refused",0,"2505","RHQ420","RHQ305","RHQ_I.htm","RHQ305_RHQ_7","RHQ305_RHQ"
"7456","9","Don't know",22,"2527","RHQ420","RHQ305","RHQ_I.htm","RHQ305_RHQ_9","RHQ305_RHQ"
"7457",".","Missing",944,"3471","","RHQ305","RHQ_I.htm","RHQ305_RHQ_.","RHQ305_RHQ"
"7458","21 to 59","Range of Values",258,"258",NA,"RHQ332","RHQ_I.htm","RHQ332_RHQ_21 to 59","RHQ332_RHQ"
"7459","19","19 years or under",1,"259",NA,"RHQ332","RHQ_I.htm","RHQ332_RHQ_19","RHQ332_RHQ"
"7460","60","60 years or older",25,"284",NA,"RHQ332","RHQ_I.htm","RHQ332_RHQ_60","RHQ332_RHQ"
"7461","777","Refused",0,"284",NA,"RHQ332","RHQ_I.htm","RHQ332_RHQ_777","RHQ332_RHQ"
"7462","999","Don't know",3,"287",NA,"RHQ332","RHQ_I.htm","RHQ332_RHQ_999","RHQ332_RHQ"
"7463",".","Missing",3184,"3471",NA,"RHQ332","RHQ_I.htm","RHQ332_RHQ_.","RHQ332_RHQ"
"7464","1","Yes",1708,"1708",NA,"RHQ420","RHQ_I.htm","RHQ420_RHQ_1","RHQ420_RHQ"
"7465","2","No",1361,"3069",NA,"RHQ420","RHQ_I.htm","RHQ420_RHQ_2","RHQ420_RHQ"
"7466","7","Refused",1,"3070",NA,"RHQ420","RHQ_I.htm","RHQ420_RHQ_7","RHQ420_RHQ"
"7467","9","Don't know",3,"3073",NA,"RHQ420","RHQ_I.htm","RHQ420_RHQ_9","RHQ420_RHQ"
"7468",".","Missing",398,"3471",NA,"RHQ420","RHQ_I.htm","RHQ420_RHQ_.","RHQ420_RHQ"
"7469","1","Yes",388,"388","","RHQ540","RHQ_I.htm","RHQ540_RHQ_1","RHQ540_RHQ"
"7470","2","No",2134,"2522","End of Section","RHQ540","RHQ_I.htm","RHQ540_RHQ_2","RHQ540_RHQ"
"7471","7","Refused",0,"2522","End of Section","RHQ540","RHQ_I.htm","RHQ540_RHQ_7","RHQ540_RHQ"
"7472","9","Don't know",10,"2532","End of Section","RHQ540","RHQ_I.htm","RHQ540_RHQ_9","RHQ540_RHQ"
"7473",".","Missing",939,"3471","","RHQ540","RHQ_I.htm","RHQ540_RHQ_.","RHQ540_RHQ"
"7474","10","Pills",310,"310",NA,"RHQ542A","RHQ_I.htm","RHQ542A_RHQ_10","RHQ542A_RHQ"
"7475","77","Refused",0,"310",NA,"RHQ542A","RHQ_I.htm","RHQ542A_RHQ_77","RHQ542A_RHQ"
"7476","99","Don't know",2,"312",NA,"RHQ542A","RHQ_I.htm","RHQ542A_RHQ_99","RHQ542A_RHQ"
"7477",".","Missing",3159,"3471",NA,"RHQ542A","RHQ_I.htm","RHQ542A_RHQ_.","RHQ542A_RHQ"
"7478","11","Patches",33,"33",NA,"RHQ542B","RHQ_I.htm","RHQ542B_RHQ_11","RHQ542B_RHQ"
"7479",".","Missing",3438,"3471",NA,"RHQ542B","RHQ_I.htm","RHQ542B_RHQ_.","RHQ542B_RHQ"
"7480","12","Cream/suppository/injection",90,"90",NA,"RHQ542C","RHQ_I.htm","RHQ542C_RHQ_12","RHQ542C_RHQ"
"7481",".","Missing",3381,"3471",NA,"RHQ542C","RHQ_I.htm","RHQ542C_RHQ_.","RHQ542C_RHQ"
"7482","13","Other",11,"11",NA,"RHQ542D","RHQ_I.htm","RHQ542D_RHQ_13","RHQ542D_RHQ"
"7483",".","Missing",3460,"3471",NA,"RHQ542D","RHQ_I.htm","RHQ542D_RHQ_.","RHQ542D_RHQ"
"7484","1","Yes",231,"231","","RHQ554","RHQ_I.htm","RHQ554_RHQ_1","RHQ554_RHQ"
"7485","2","No",57,"288","RHQ570","RHQ554","RHQ_I.htm","RHQ554_RHQ_2","RHQ554_RHQ"
"7486","7","Refused",0,"288","RHQ570","RHQ554","RHQ_I.htm","RHQ554_RHQ_7","RHQ554_RHQ"
"7487","9","Don't know",22,"310","RHQ570","RHQ554","RHQ_I.htm","RHQ554_RHQ_9","RHQ554_RHQ"
"7488",".","Missing",3161,"3471","","RHQ554","RHQ_I.htm","RHQ554_RHQ_.","RHQ554_RHQ"
"7489","1 to 50","Range of Values",224,"224",NA,"RHQ560Q","RHQ_I.htm","RHQ560Q_RHQ_1 to 50","RHQ560Q_RHQ"
"7490","77","Refused",0,"224",NA,"RHQ560Q","RHQ_I.htm","RHQ560Q_RHQ_77","RHQ560Q_RHQ"
"7491","99","Don't know",7,"231",NA,"RHQ560Q","RHQ_I.htm","RHQ560Q_RHQ_99","RHQ560Q_RHQ"
"7492",".","Missing",3240,"3471",NA,"RHQ560Q","RHQ_I.htm","RHQ560Q_RHQ_.","RHQ560Q_RHQ"
"7493","1","Months",52,"52",NA,"RHQ560U","RHQ_I.htm","RHQ560U_RHQ_1","RHQ560U_RHQ"
"7494","2","Years",172,"224",NA,"RHQ560U","RHQ_I.htm","RHQ560U_RHQ_2","RHQ560U_RHQ"
"7495","7","Refused",0,"224",NA,"RHQ560U","RHQ_I.htm","RHQ560U_RHQ_7","RHQ560U_RHQ"
"7496","9","Don't know",0,"224",NA,"RHQ560U","RHQ_I.htm","RHQ560U_RHQ_9","RHQ560U_RHQ"
"7497",".","Missing",3247,"3471",NA,"RHQ560U","RHQ_I.htm","RHQ560U_RHQ_.","RHQ560U_RHQ"
"7498","1","Yes",52,"52","","RHQ570","RHQ_I.htm","RHQ570_RHQ_1","RHQ570_RHQ"
"7499","2","No",234,"286","RHQ580","RHQ570","RHQ_I.htm","RHQ570_RHQ_2","RHQ570_RHQ"
"7500","7","Refused",0,"286","RHQ580","RHQ570","RHQ_I.htm","RHQ570_RHQ_7","RHQ570_RHQ"
"7501","9","Don't know",24,"310","RHQ580","RHQ570","RHQ_I.htm","RHQ570_RHQ_9","RHQ570_RHQ"
"7502",".","Missing",3161,"3471","","RHQ570","RHQ_I.htm","RHQ570_RHQ_.","RHQ570_RHQ"
"7503","1 to 20","Range of Values",51,"51",NA,"RHQ576Q","RHQ_I.htm","RHQ576Q_RHQ_1 to 20","RHQ576Q_RHQ"
"7504","77","Refused",0,"51",NA,"RHQ576Q","RHQ_I.htm","RHQ576Q_RHQ_77","RHQ576Q_RHQ"
"7505","99","Don't know",1,"52",NA,"RHQ576Q","RHQ_I.htm","RHQ576Q_RHQ_99","RHQ576Q_RHQ"
"7506",".","Missing",3419,"3471",NA,"RHQ576Q","RHQ_I.htm","RHQ576Q_RHQ_.","RHQ576Q_RHQ"
"7507","1","Months",12,"12",NA,"RHQ576U","RHQ_I.htm","RHQ576U_RHQ_1","RHQ576U_RHQ"
"7508","2","Years",39,"51",NA,"RHQ576U","RHQ_I.htm","RHQ576U_RHQ_2","RHQ576U_RHQ"
"7509","7","Refused",0,"51",NA,"RHQ576U","RHQ_I.htm","RHQ576U_RHQ_7","RHQ576U_RHQ"
"7510","9","Don't know",0,"51",NA,"RHQ576U","RHQ_I.htm","RHQ576U_RHQ_9","RHQ576U_RHQ"
"7511",".","Missing",3420,"3471",NA,"RHQ576U","RHQ_I.htm","RHQ576U_RHQ_.","RHQ576U_RHQ"
"7512","1","Yes",22,"22","","RHQ580","RHQ_I.htm","RHQ580_RHQ_1","RHQ580_RHQ"
"7513","2","No",5,"27","RHQ596","RHQ580","RHQ_I.htm","RHQ580_RHQ_2","RHQ580_RHQ"
"7514","7","Refused",0,"27","RHQ596","RHQ580","RHQ_I.htm","RHQ580_RHQ_7","RHQ580_RHQ"
"7515","9","Don't know",6,"33","RHQ596","RHQ580","RHQ_I.htm","RHQ580_RHQ_9","RHQ580_RHQ"
"7516",".","Missing",3438,"3471","","RHQ580","RHQ_I.htm","RHQ580_RHQ_.","RHQ580_RHQ"
"7517","1 to 34","Range of Values",22,"22",NA,"RHQ586Q","RHQ_I.htm","RHQ586Q_RHQ_1 to 34","RHQ586Q_RHQ"
"7518","77","Refused",0,"22",NA,"RHQ586Q","RHQ_I.htm","RHQ586Q_RHQ_77","RHQ586Q_RHQ"
"7519","99","Don't know",0,"22",NA,"RHQ586Q","RHQ_I.htm","RHQ586Q_RHQ_99","RHQ586Q_RHQ"
"7520",".","Missing",3449,"3471",NA,"RHQ586Q","RHQ_I.htm","RHQ586Q_RHQ_.","RHQ586Q_RHQ"
"7521","1","Months",6,"6",NA,"RHQ586U","RHQ_I.htm","RHQ586U_RHQ_1","RHQ586U_RHQ"
"7522","2","Years",16,"22",NA,"RHQ586U","RHQ_I.htm","RHQ586U_RHQ_2","RHQ586U_RHQ"
"7523","7","Refused",0,"22",NA,"RHQ586U","RHQ_I.htm","RHQ586U_RHQ_7","RHQ586U_RHQ"
"7524","9","Don't know",0,"22",NA,"RHQ586U","RHQ_I.htm","RHQ586U_RHQ_9","RHQ586U_RHQ"
"7525",".","Missing",3449,"3471",NA,"RHQ586U","RHQ_I.htm","RHQ586U_RHQ_.","RHQ586U_RHQ"
"7526","1","Yes",5,"5","","RHQ596","RHQ_I.htm","RHQ596_RHQ_1","RHQ596_RHQ"
"7527","2","No",22,"27","End of Section","RHQ596","RHQ_I.htm","RHQ596_RHQ_2","RHQ596_RHQ"
"7528","7","Refused",0,"27","End of Section","RHQ596","RHQ_I.htm","RHQ596_RHQ_7","RHQ596_RHQ"
"7529","9","Don't know",6,"33","End of Section","RHQ596","RHQ_I.htm","RHQ596_RHQ_9","RHQ596_RHQ"
"7530",".","Missing",3438,"3471","","RHQ596","RHQ_I.htm","RHQ596_RHQ_.","RHQ596_RHQ"
"7531","1","1",1,"1",NA,"RHQ602Q","RHQ_I.htm","RHQ602Q_RHQ_1","RHQ602Q_RHQ"
"7532","2","2",3,"4",NA,"RHQ602Q","RHQ_I.htm","RHQ602Q_RHQ_2","RHQ602Q_RHQ"
"7533","3","3",1,"5",NA,"RHQ602Q","RHQ_I.htm","RHQ602Q_RHQ_3","RHQ602Q_RHQ"
"7534","77","Refused",0,"5",NA,"RHQ602Q","RHQ_I.htm","RHQ602Q_RHQ_77","RHQ602Q_RHQ"
"7535","99","Don't know",0,"5",NA,"RHQ602Q","RHQ_I.htm","RHQ602Q_RHQ_99","RHQ602Q_RHQ"
"7536",".","Missing",3466,"3471",NA,"RHQ602Q","RHQ_I.htm","RHQ602Q_RHQ_.","RHQ602Q_RHQ"
"7537","1","Months",2,"2",NA,"RHQ602U","RHQ_I.htm","RHQ602U_RHQ_1","RHQ602U_RHQ"
"7538","2","Years",3,"5",NA,"RHQ602U","RHQ_I.htm","RHQ602U_RHQ_2","RHQ602U_RHQ"
"7539","7","Refused",0,"5",NA,"RHQ602U","RHQ_I.htm","RHQ602U_RHQ_7","RHQ602U_RHQ"
"7540","9","Don't know",0,"5",NA,"RHQ602U","RHQ_I.htm","RHQ602U_RHQ_9","RHQ602U_RHQ"
"7541",".","Missing",3466,"3471",NA,"RHQ602U","RHQ_I.htm","RHQ602U_RHQ_.","RHQ602U_RHQ"
"7542","AUCUN","AUCUN",NA,NA,NA,"SEQN","SXQ_I.htm","SEQN_SXQ_AUCUN","SEQN_SXQ"
"7543","1","Yes",3985,"3985",NA,"SXD021","SXQ_I.htm","SXD021_SXQ_1","SXD021_SXQ"
"7544","2","No",261,"4246",NA,"SXD021","SXQ_I.htm","SXD021_SXQ_2","SXD021_SXQ"
"7545","7","Refused",2,"4248",NA,"SXD021","SXQ_I.htm","SXD021_SXQ_7","SXD021_SXQ"
"7546","9","Don't know",0,"4248",NA,"SXD021","SXQ_I.htm","SXD021_SXQ_9","SXD021_SXQ"
"7547",".","Missing",595,"4843",NA,"SXD021","SXQ_I.htm","SXD021_SXQ_.","SXD021_SXQ"
"7548","1","Yes",1863,"1863",NA,"SXQ800   - Ever had vaginal sex with a woman (M)","SXQ_I.htm","SXQ800   - Ever had vaginal sex with a woman (M)_SXQ_1","SXQ800   - Ever had vaginal sex with a woman (M)_SXQ"
"7549","2","No",198,"2061",NA,"SXQ800   - Ever had vaginal sex with a woman (M)","SXQ_I.htm","SXQ800   - Ever had vaginal sex with a woman (M)_SXQ_2","SXQ800   - Ever had vaginal sex with a woman (M)_SXQ"
"7550","7","Refused",2,"2063",NA,"SXQ800   - Ever had vaginal sex with a woman (M)","SXQ_I.htm","SXQ800   - Ever had vaginal sex with a woman (M)_SXQ_7","SXQ800   - Ever had vaginal sex with a woman (M)_SXQ"
"7551","9","Don't know",4,"2067",NA,"SXQ800   - Ever had vaginal sex with a woman (M)","SXQ_I.htm","SXQ800   - Ever had vaginal sex with a woman (M)_SXQ_9","SXQ800   - Ever had vaginal sex with a woman (M)_SXQ"
"7552",".","Missing",2776,"4843",NA,"SXQ800   - Ever had vaginal sex with a woman (M)","SXQ_I.htm","SXQ800   - Ever had vaginal sex with a woman (M)_SXQ_.","SXQ800   - Ever had vaginal sex with a woman (M)_SXQ"
"7553","1","Yes",1588,"1588",NA,"SXQ803   - Ever performed oral sex on a woman (M)","SXQ_I.htm","SXQ803   - Ever performed oral sex on a woman (M)_SXQ_1","SXQ803   - Ever performed oral sex on a woman (M)_SXQ"
"7554","2","No",476,"2064",NA,"SXQ803   - Ever performed oral sex on a woman (M)","SXQ_I.htm","SXQ803   - Ever performed oral sex on a woman (M)_SXQ_2","SXQ803   - Ever performed oral sex on a woman (M)_SXQ"
"7555","7","Refused",2,"2066",NA,"SXQ803   - Ever performed oral sex on a woman (M)","SXQ_I.htm","SXQ803   - Ever performed oral sex on a woman (M)_SXQ_7","SXQ803   - Ever performed oral sex on a woman (M)_SXQ"
"7556","9","Don't know",0,"2066",NA,"SXQ803   - Ever performed oral sex on a woman (M)","SXQ_I.htm","SXQ803   - Ever performed oral sex on a woman (M)_SXQ_9","SXQ803   - Ever performed oral sex on a woman (M)_SXQ"
"7557",".","Missing",2777,"4843",NA,"SXQ803   - Ever performed oral sex on a woman (M)","SXQ_I.htm","SXQ803   - Ever performed oral sex on a woman (M)_SXQ_.","SXQ803   - Ever performed oral sex on a woman (M)_SXQ"
"7558","1","Yes",807,"807",NA,"SXQ806   - Ever had anal sex with a woman (M)","SXQ_I.htm","SXQ806   - Ever had anal sex with a woman (M)_SXQ_1","SXQ806   - Ever had anal sex with a woman (M)_SXQ"
"7559","2","No",1257,"2064",NA,"SXQ806   - Ever had anal sex with a woman (M)","SXQ_I.htm","SXQ806   - Ever had anal sex with a woman (M)_SXQ_2","SXQ806   - Ever had anal sex with a woman (M)_SXQ"
"7560","7","Refused",1,"2065",NA,"SXQ806   - Ever had anal sex with a woman (M)","SXQ_I.htm","SXQ806   - Ever had anal sex with a woman (M)_SXQ_7","SXQ806   - Ever had anal sex with a woman (M)_SXQ"
"7561","9","Don't know",1,"2066",NA,"SXQ806   - Ever had anal sex with a woman (M)","SXQ_I.htm","SXQ806   - Ever had anal sex with a woman (M)_SXQ_9","SXQ806   - Ever had anal sex with a woman (M)_SXQ"
"7562",".","Missing",2777,"4843",NA,"SXQ806   - Ever had anal sex with a woman (M)","SXQ_I.htm","SXQ806   - Ever had anal sex with a woman (M)_SXQ_.","SXQ806   - Ever had anal sex with a woman (M)_SXQ"
"7563","1","Yes",112,"112",NA,"SXQ809   - Ever had any sex w/man: anal, oral (M)","SXQ_I.htm","SXQ809   - Ever had any sex w/man: anal, oral (M)_SXQ_1","SXQ809   - Ever had any sex w/man: anal, oral (M)_SXQ"
"7564","2","No",1952,"2064",NA,"SXQ809   - Ever had any sex w/man: anal, oral (M)","SXQ_I.htm","SXQ809   - Ever had any sex w/man: anal, oral (M)_SXQ_2","SXQ809   - Ever had any sex w/man: anal, oral (M)_SXQ"
"7565","7","Refused",0,"2064",NA,"SXQ809   - Ever had any sex w/man: anal, oral (M)","SXQ_I.htm","SXQ809   - Ever had any sex w/man: anal, oral (M)_SXQ_7","SXQ809   - Ever had any sex w/man: anal, oral (M)_SXQ"
"7566","9","Don't know",2,"2066",NA,"SXQ809   - Ever had any sex w/man: anal, oral (M)","SXQ_I.htm","SXQ809   - Ever had any sex w/man: anal, oral (M)_SXQ_9","SXQ809   - Ever had any sex w/man: anal, oral (M)_SXQ"
"7567",".","Missing",2777,"4843",NA,"SXQ809   - Ever had any sex w/man: anal, oral (M)","SXQ_I.htm","SXQ809   - Ever had any sex w/man: anal, oral (M)_SXQ_.","SXQ809   - Ever had any sex w/man: anal, oral (M)_SXQ"
"7568","AUCUN","AUCUN",NA,NA,NA,"SXD862   - CHECK ITEM","SXQ_I.htm","SXD862   - CHECK ITEM_SXQ_AUCUN","SXD862   - CHECK ITEM_SXQ"
"7569","1","Yes",2041,"2041",NA,"SXQ700   - Ever had vaginal sex with a man (F)","SXQ_I.htm","SXQ700   - Ever had vaginal sex with a man (F)_SXQ_1","SXQ700   - Ever had vaginal sex with a man (F)_SXQ"
"7570","2","No",142,"2183",NA,"SXQ700   - Ever had vaginal sex with a man (F)","SXQ_I.htm","SXQ700   - Ever had vaginal sex with a man (F)_SXQ_2","SXQ700   - Ever had vaginal sex with a man (F)_SXQ"
"7571","7","Refused",4,"2187",NA,"SXQ700   - Ever had vaginal sex with a man (F)","SXQ_I.htm","SXQ700   - Ever had vaginal sex with a man (F)_SXQ_7","SXQ700   - Ever had vaginal sex with a man (F)_SXQ"
"7572","9","Don't know",4,"2191",NA,"SXQ700   - Ever had vaginal sex with a man (F)","SXQ_I.htm","SXQ700   - Ever had vaginal sex with a man (F)_SXQ_9","SXQ700   - Ever had vaginal sex with a man (F)_SXQ"
"7573",".","Missing",2652,"4843",NA,"SXQ700   - Ever had vaginal sex with a man (F)","SXQ_I.htm","SXQ700   - Ever had vaginal sex with a man (F)_SXQ_.","SXQ700   - Ever had vaginal sex with a man (F)_SXQ"
"7574","1","Yes",1592,"1592",NA,"SXQ703   - Ever performed oral sex on a man (F)","SXQ_I.htm","SXQ703   - Ever performed oral sex on a man (F)_SXQ_1","SXQ703   - Ever performed oral sex on a man (F)_SXQ"
"7575","2","No",589,"2181",NA,"SXQ703   - Ever performed oral sex on a man (F)","SXQ_I.htm","SXQ703   - Ever performed oral sex on a man (F)_SXQ_2","SXQ703   - Ever performed oral sex on a man (F)_SXQ"
"7576","7","Refused",9,"2190",NA,"SXQ703   - Ever performed oral sex on a man (F)","SXQ_I.htm","SXQ703   - Ever performed oral sex on a man (F)_SXQ_7","SXQ703   - Ever performed oral sex on a man (F)_SXQ"
"7577","9","Don't know",1,"2191",NA,"SXQ703   - Ever performed oral sex on a man (F)","SXQ_I.htm","SXQ703   - Ever performed oral sex on a man (F)_SXQ_9","SXQ703   - Ever performed oral sex on a man (F)_SXQ"
