"","code","libel"
"1339","LBXVTE_VOCWBS","Trichloroethane (ng/mL)"
"1340","LBDVTELC_VOCWBS","Trichloroethane Comment 
    Code"
"1341","LBXVTFT_VOCWBS","Trifluorotoluene (ng/mL)"
"1342","LBDVFTLC_VOCWBS","Trifluorotoluene Comment 
    Code"
"1343","LBXVTHF_VOCWBS","Blood Tetrahydrofuran (ng/mL)"
"1344","LBDVHTLC_VOCWBS","Blood Tetrahydrofuran Comment Code"
"1345","LBXVTO_VOCWBS","Blood Toluene (ng/mL)"
"1346","LBDVTOLC_VOCWBS","Blood Toluene Comment Code"
"1347","LBXVTP_VOCWBS","Trichloropropane (ng/mL)"
"1348","LBDVTPLC_VOCWBS","Trichloropropane Comt 
    Code"
"1349","LBXVVB_VOCWBS","Blood Vinyl Bromide (ng/mL)"
"1350","LBDVVBLC_VOCWBS","Blood Vinyl Bromide Comment Code"
"1351","LBXVXY_VOCWBS","Xylene (ng/mL)"
"1352","LBDVXYLC_VOCWBS","Xylene Comment Code"
"1353","SEQN_ACQ","Respondent sequence number"
"1354","ACQBOX1_ACQ","CHECK ITEM"
"1355","ACD011A_ACQ","NHW or NHB"
"1356","ACD011B_ACQ","NHW or NHB"
"1357","ACD011C_ACQ","NHW or NHB"
"1358","ACD040_ACQ","Hispanics"
"1359","ACD110_ACQ","Asians"
"1360","SEQN_ALQ","Respondent sequence number"
"1361","ALQ101_ALQ","Had at least 12 alcohol drinks/1 yr?"
"1362","ALQ110_ALQ","Had at least 12 alcohol drinks/lifetime?"
"1363","ALQ120Q_ALQ","How often drink alcohol over past 12 mos"
"1364","ALQ120U_ALQ","# days drink alcohol per wk, mo, yr"
"1365","ALQ130_ALQ","past 12 mos"
"1366","ALQ141Q_ALQ","past 12 mos"
"1367","ALQ141U_ALQ","# days per week, month, year?"
"1368","ALQ151_ALQ","Ever have 4/5 or more drinks every day?"
"1369","ALQ160_ALQ","# days have 4/5 or more drinks in 2 hrs"
"1370","SEQN_AUQ","Respondent sequence number"
"1371","AUQ054_AUQ","General condition of hearing"
"1372","AUQ055_AUQ","CHECK ITEM"
"1373","AUQ060_AUQ","Hear a whisper from across a quiet room?"
"1374","AUQ070_AUQ","Hear normal voice across a quiet room?"
"1375","AUQ080_AUQ","Hear a shout from across a quiet room?"
"1376","AUQ090_AUQ","Hear if spoken loudly to in better ear?"
"1377","AUQ100_AUQ","Difficult follow conversation if noise"
"1378","AUQ110_AUQ","Hearing cause frustration when talking?"
"1379","AUQ136_AUQ","Ever had 3 or more ear infections?"
"1380","AUQ138_AUQ","Ever had tube placed in ear?"
"1381","AUQ137_AUQ","CHECK ITEM"
"1382","AUQ144_AUQ","Last time hearing tested by specialist?"
"1383","AUQ146_AUQ","Ever worn hearing aid/cochlear implant?"
"1384","AUD148_AUQ","Hearing aid or Cochlear implant?"
"1385","AUQ152_AUQ","Past year how often worn hearing aid?"
"1386","AUQ390_AUQ","CHECK ITEM"
"1387","AUQ154_AUQ","Ever used assistive listening devices?"
"1388","AUQ191_AUQ","Ears ringing, roaring, buzzing past year"
"1389","AUQ250_AUQ","How long bothered by ringing, roaring"
"1390","AUQ255_AUQ","In past yr how often had ringing/roaring"
"1391","AUQ260_AUQ","Bothered by ringing after loud sounds?"
"1392","AUQ270_AUQ","Bothered by ringing when going to sleep"
"1393","AUQ280_AUQ","How much of a problem is ringing?"
"1394","AUQ300_AUQ","Ever used firearms for any reason?"
"1395","AUQ310_AUQ","How many total rounds ever fired?"
"1396","AUQ320_AUQ","Wear hearing protection when shooting?"
"1397","AUQ331_AUQ","Ever had a job exposure to loud noise?"
"1398","AUQ340_AUQ","How long exposed to loud noise at work?"
"1399","AUQ350_AUQ","Ever exposed to very loud noise at work?"
"1400","AUQ361_AUQ","How long exposed to very loud noise?"
"1401","AUQ370_AUQ","work exposure to loud noise?"
"1402","AUQ381_AUQ","Past year: worn hearing protection?"
"1403","SEQN_BPQ","Respondent sequence number"
"1404","BPQ020_BPQ","Ever told you had high blood pressure"
"1405","BPQ030_BPQ","2+ times"
"1406","BPD035_BPQ","Age told had hypertension"
"1407","BPQ040A_BPQ","Taking prescription for hypertension"
"1408","BPQ050A_BPQ","Now taking prescribed medicine for HBP"
"1409","BPQ080_BPQ","high cholesterol level"
"1410","BPQ060_BPQ","Ever had blood cholesterol checked"
"1411","BPQ070_BPQ","When blood cholesterol last checked"
"1412","BPQ090D_BPQ","Told to take prescriptn for cholesterol"
"1413","BPQ100D_BPQ","Now taking prescribed medicine"
"1414","SEQN_CDQ","Respondent sequence number"
"1415","CDQ001_CDQ","SP ever had pain or discomfort in chest"
"1416","CDQ002_CDQ","SP get it walking uphill or in a hurry"
"1417","CDQ003_CDQ","During an ordinary pace on level ground"
"1418","CDQ003A_CDQ","CHECK ITEM"
"1419","CDQ004_CDQ","If so does SP continue or slow down"
"1420","CDQ005_CDQ","Does standing relieve pain/discomfort"
"1421","CDQ006_CDQ","How soon is the pain relieved"
"1422","CDQ009A_CDQ","Pain in right arm"
"1423","CDQ009B_CDQ","Pain in right chest"
"1424","CDQ009C_CDQ","Pain in neck"
"1425","CDQ009D_CDQ","Pain in upper sternum"
"1426","CDQ009E_CDQ","Pain in lower sternum"
"1427","CDQ009F_CDQ","Pain in left chest"
"1428","CDQ009G_CDQ","Pain in left arm"
"1429","CDQ009H_CDQ","Pain in epigastric area"
"1430","CDQ008_CDQ","Severe pain in chest more than half hour"
"1431","CDQ010_CDQ","Shortness of breath on stairs/inclines"
"1432","SEQN_CBQ","Respondent sequence number"
"1433","CBD071_CBQ","Money spent at supermarket/grocery store"
"1434","CBD091_CBQ","Money spent on nonfood items"
"1435","CBD111_CBQ","Money spent on food at other stores"
"1436","CBD121_CBQ","Money spent on eating out"
"1437","CBD131_CBQ","Money spent on carryout/delivered foods"
"1438","SEQN_HSQ","Respondent sequence number"
"1439","HSD010_HSQ","General health condition"
"1440","HSQ500_HSQ","SP have head cold or chest cold"
"1441","HSQ510_HSQ","SP have stomach or intestinal illness?"
"1442","HSQ520_HSQ","SP have flu, pneumonia, ear infection?"
"1443","HSQ571_HSQ","SP donated blood in past 12 months?"
"1444","HSQ580_HSQ","How long ago was last blood donation?"
"1445","HSQ590_HSQ","Blood ever tested for HIV virus?"
"1446","HSAQUEX_HSQ","Source of Health Status Data "
"1447","SEQN_DEQ","Respondent sequence number"
"1448","DED031_DEQ","exposure"
"1449","DEQ034A_DEQ","Stay in the shade?"
"1450","DEQ034C_DEQ","Wear a long sleeved shirt"
"1451","DEQ034D_DEQ","Use sunscreen?"
"1452","DEQ038G_DEQ","In past yr did you have sunburn?"
"1453","DEQ038Q_DEQ","# of times in past yr you had a sunburn"
"1454","DED120_DEQ","5pm work day"
"1455","DED125_DEQ","5pm not work day"
"1456","SEQN_DIQ","Respondent sequence number"
"1457","DIQ010_DIQ","Doctor told you have diabetes"
"1458","DID040_DIQ","Age when first told you had diabetes"
"1459","DIQ159_DIQ","CHECK ITEM"
"1460","DIQ160_DIQ","Ever told you have prediabetes"
"1461","DIQ170_DIQ","Ever told have health risk for diabetes"
"1462","DIQ172_DIQ","Feel could be at risk for diabetes"
"1463","DIQ175A_DIQ","Family history"
"1464","DIQ175B_DIQ","Overweight"
"1465","DIQ175C_DIQ","Age"
"1466","DIQ175D_DIQ","Poor diet"
"1467","DIQ175E_DIQ","Race"
"1468","DIQ175F_DIQ","Had a baby weighed over 9 lbs. at birth"
"1469","DIQ175G_DIQ","Lack of physical activity"
"1470","DIQ175H_DIQ","High blood pressure"
"1471","DIQ175I_DIQ","High blood sugar"
"1472","DIQ175J_DIQ","High cholesterol"
"1473","DIQ175K_DIQ","Hypoglycemic"
"1474","DIQ175L_DIQ","Extreme hunger"
"1475","DIQ175M_DIQ","Tingling/numbness in hands or feet"
"1476","DIQ175N_DIQ","Blurred vision"
"1477","DIQ175O_DIQ","Increased fatigue"
"1478","DIQ175P_DIQ","Anyone could be at risk"
"1479","DIQ175Q_DIQ","Doctor warning"
"1480","DIQ175R_DIQ","Other, specify"
"1481","DIQ175S_DIQ","Gestational diabetes"
"1482","DIQ175T_DIQ","Frequent urination"
"1483","DIQ175U_DIQ","Thirst"
"1484","DIQ175V_DIQ","Craving for sweet/eating a lot of sugar"
"1485","DIQ175W_DIQ","Medication"
"1486","DIQ175X_DIQ","Polycystic ovarian syndrome"
"1487","DIQ180_DIQ","Had blood tested past three years"
"1488","DIQ050_DIQ","Taking insulin now"
"1489","DID060_DIQ","How long taking insulin"
"1490","DIQ060U_DIQ","Unit of measure (month/year)"
"1491","DIQ065_DIQ","CHECK ITEM"
"1492","DIQ070_DIQ","Take diabetic pills to lower blood sugar"
"1493","DIQ229_DIQ","CHECK ITEM"
"1494","DIQ230_DIQ","How long ago saw a diabetes specialist"
"1495","DIQ240_DIQ","Is there one Dr you see for diabetes"
"1496","DID250_DIQ","Past year how many times seen doctor"
"1497","DID260_DIQ","How often check blood for glucose/sugar"
"1498","DIQ260U_DIQ","Unit of measure (day/week/month/year)"
"1499","DIQ275_DIQ","Past year Dr checked for A1C"
"1500","DIQ280_DIQ","What was your last A1C level"
"1501","DIQ291_DIQ","What does Dr say A1C should be"
"1502","DIQ295_DIQ","CHECK ITEM"
"1503","DIQ300S_DIQ","What was your recent SBP"
"1504","DIQ300D_DIQ","What was your recent DBP"
"1505","DID310S_DIQ","What does Dr say SBP should be"
"1506","DID310D_DIQ","What does Dr say DBP should be"
"1507","DID320_DIQ","What was most recent LDL number"
"1508","DID330_DIQ","What does Dr say LDL should be"
"1509","DID341_DIQ","Past year times Dr check feet for sores"
"1510","DID350_DIQ","How often do you check your feet"
"1511","DIQ350U_DIQ","Unit of measure (day/week/month/year)"
"1512","DIQ360_DIQ","Last time had pupils dilated for exam"
"1513","DIQ080_DIQ","Diabetes affected eyes/had retinopathy"
"1514","SEQN_DBQ","Respondent sequence number"
"1515","DBQ010_DBQ","Ever breastfed or fed breastmilk"
"1516","DBD030_DBQ","Age stopped breastfeeding(days)"
"1517","DBD041_DBQ","Age first fed formula(days)"
"1518","DBD050_DBQ","Age stopped receiving formula(days)"
"1519","DBD055_DBQ","Age started other than breastmilk/fomula"
"1520","DBD061_DBQ","Age first fed milk(days)"
"1521","DBQ073A_DBQ","whole milk"
"1522","DBQ073B_DBQ","2% milk"
"1523","DBQ073C_DBQ","1% milk"
"1524","DBQ073D_DBQ","fat free milk"
"1525","DBQ073E_DBQ","soy milk"
"1526","DBQ073U_DBQ","other"
"1527","DBD085_DBQ","CHECK ITEM "
"1528","DBQ700_DBQ","How healthy is the diet"
"1529","DBQ197_DBQ","Past 30 day milk product consumption"
"1530","DBQ223A_DBQ","You drink whole or regular milk"
"1531","DBQ223B_DBQ","You drink 2% fat milk"
"1532","DBQ223C_DBQ","You drink 1% fat milk"
"1533","DBQ223D_DBQ","You drink fat free/skim milk"
"1534","DBQ223E_DBQ","You drink soy milk"
"1535","DBQ223U_DBQ","You drink another type of milk"
"1536","DBD225_DBQ","CHECK ITEM"
"1537","DBQ229_DBQ","Regular milk use 5 times per week"
"1538","DBQ235A_DBQ","12"
"1539","DBQ235B_DBQ","17"
"1540","DBQ235C_DBQ","35"
"1541","DBD265a_DBQ","CHECK ITEM"
"1542","DBQ301_DBQ","Community/Government meals delivered"
"1543","DBQ330_DBQ","Eat meals at Community/Senior center"
"1544","DBD355_DBQ","CHECK ITEM"
"1545","DBQ360_DBQ","Attend kindergarten thru high school"
"1546","DBQ370_DBQ","School serves school lunches"
"1547","DBD381_DBQ","# of times/week get school lunch"
"1548","DBQ390_DBQ","School lunch free, reduced or full price"
"1549","DBQ400_DBQ","School serve complete breakfast each day"
"1550","DBD411_DBQ","# of times/week get school breakfast"
"1551","DBQ421_DBQ","School breakfast free/reduced/full price"
"1552","DBQ422_DBQ","CHECK ITEM"
"1553","DBQ424_DBQ","Summer program meal free/reduced price"
"1554","DBD895_DBQ","# of meals not home prepared"
"1555","DBD900_DBQ","# of meals from fast food or pizza place"
"1556","DBD905_DBQ","eat foods in past 30 days"
"1557","DBD910_DBQ","# of frozen meals/pizza in past 30 days"
"1558","DBQ715a_DBQ","CHECK ITEM"
"1559","CBQ596_DBQ","Heard of My Plate"
"1560","CBQ606_DBQ","Looked up My Plate on internet"
"1561","CBQ611_DBQ","Tried My Plate plan"
"1562","CBQ505_DBQ","Eat at fast food/pizza places"
"1563","CBQ535_DBQ","Saw nutrition info on fast food menu"
"1564","CBQ540_DBQ","Used nutrition info to choose fast foods"
"1565","CBQ545_DBQ","Would use fast food nutrition info"
"1566","CBQ550_DBQ","Eat at restaurants w/ waiter"
"1567","CBQ552_DBQ","restaurant?"
"1568","CBQ580_DBQ","Saw nutrition info on restaurant menu"
"1569","CBQ585_DBQ","Used nutrition info in restaurant"
"1570","CBQ590_DBQ","Would use restaurant nutrition info"
"1571","SEQN_DLQ","Respondent sequence number"
"1572","DLQ010_DLQ","Have serious difficulty hearing?"
"1573","DLQ020_DLQ","Have serious difficulty seeing?"
"1574","DLQ040_DLQ","Have serious difficulty concentrating?"
"1575","DLQ050_DLQ","Have serious difficulty walking?"
"1576","DLQ060_DLQ","Have difficulty dressing or bathing?"
"1577","DLQ080_DLQ","Have difficulty doing errands alone?"
"1578","DLQ090_DLQ","CHECK ITEM"
"1579","DLQ100_DLQ","How often do you feel worried, anxious?"
"1580","DLQ110_DLQ","Take medication for these feelings?"
"1581","DLQ120_DLQ","CHECK ITEM"
"1582","DLQ130_DLQ","How worried or anxious were you?"
"1583","DLQ140_DLQ","How often do you feel depressed?"
"1584","DLQ150_DLQ","Take medication for depression?"
"1585","DLQ160_DLQ","CHECK ITEM"
"1586","DLQ170_DLQ","How depressed did you feel?"
"1587","SEQN_DUQ","Respondent sequence number"
"1588","DUQ200_DUQ","Ever used marijuana or hashish"
"1589","DUQ210_DUQ","Age when first tried marijuana"
"1590","DUQ211_DUQ","Used marijuana every month for a year?"
"1591","DUQ213_DUQ","Age started regularly using marijuana"
"1592","DUQ215Q_DUQ","Time since last used marijuana regularly"
"1593","DUQ215U_DUQ","Time since used marijuana regularly/unit"
"1594","DUQ217_DUQ","How often would you use marijuana?"
"1595","DUQ219_DUQ","How many joints or pipes smoke in a day?"
"1596","DUQ220Q_DUQ","Last time used marijuana or hashish"
"1597","DUQ220U_DUQ","Last time used marijuana or hashish/unit"
"1598","DUQ230_DUQ","# days used marijuana or hashish/month"
"1599","DUQ240_DUQ","Ever used cocaine/heroin/methamphetamine"
"1600","DUQ250_DUQ","Ever use any form of cocaine"
"1601","DUQ260_DUQ","Age first used cocaine"
"1602","DUQ270Q_DUQ","Last time you used cocaine, in any form"
"1603","DUQ270U_DUQ","Last time you used cocaine/unit"
"1604","DUQ272_DUQ","# of time you used cocaine"
"1605","DUQ280_DUQ","# of days used cocaine/month"
"1606","DUQ290_DUQ","Ever used heroin"
"1607","DUQ300_DUQ","Age first used heroin"
"1608","DUQ310Q_DUQ","Last time used heroin"
"1609","DUQ310U_DUQ","Last time used heroin/unit"
"1610","DUQ320_DUQ","# of days used heroin/month"
"1611","DUQ330_DUQ","Ever used methamphetamine"
"1612","DUQ340_DUQ","Age first used methamphetamine"
"1613","DUQ350Q_DUQ","Last time used methamphetamine"
"1614","DUQ350U_DUQ","Last time used methamphetamine/unit"
"1615","DUQ352_DUQ","# times used methamphetamine"
"1616","DUQ360_DUQ","# days used methamphetamine/month"
"1617","DUQ370_DUQ","Ever use a needle to inject illegal drug"
"1618","DUQ380A_DUQ","Cocaine"
"1619","DUQ380B_DUQ","Heroin"
"1620","DUQ380C_DUQ","Methamphetamine"
"1621","DUQ380D_DUQ","Steroids"
"1622","DUQ380E_DUQ","Any other drugs"
"1623","DUQ390_DUQ","Age first injected drugs"
"1624","DUQ400Q_DUQ","Last time injected drugs"
"1625","DUQ400U_DUQ","Last time injected drugs/unit"
"1626","DUQ410_DUQ","# times injected drugs/lifetime"
"1627","DUQ420_DUQ","How often did you inject drugs"
"1628","DUQ426_DUQ","CHECK ITEM"
"1629","DUQ430_DUQ","Ever been in rehabilitation program"
"1630","SEQN_ECQ","Respondent sequence number"
"1631","ECD010_ECQ","Mother's age when born"
"1632","ECQ020_ECQ","Mother smoked when pregnant"
"1633","ECD070A_ECQ","Weight at birth, pounds"
"1634","ECD070B_ECQ","Weight at birth, ounces"
"1635","ECQ075_ECQ","CHECK ITEM"
"1636","ECQ080_ECQ","Weight more/less than 5.5 lbs"
"1637","ECQ090_ECQ","Weight more/less than 9.0 lbs"
"1638","ECQ095_ECQ","CHECK ITEM"
"1639","WHQ030E_ECQ","How do you consider your child's weight"
"1640","MCQ080E_ECQ","Your child was overweight"
"1641","ECQ150_ECQ","Help your child control weight"
"1642","SEQN_HIQ","Respondent sequence number"
"1643","HIQ011_HIQ","Covered by health insurance"
"1644","HIQ031A_HIQ","Covered by private insurance"
"1645","HIQ031B_HIQ","Covered by Medicare"
"1646","HIQ031C_HIQ","Gap"
"1647","HIQ031D_HIQ","Covered by Medicaid"
"1648","HIQ031E_HIQ","Covered by SCHIP"
"1649","HIQ031F_HIQ","Covered by military health care"
"1650","HIQ031G_HIQ","Covered by Indian Health Service"
"1651","HIQ031H_HIQ","sponsored health plan"
"1652","HIQ031I_HIQ","Covered by other government insurance"
"1653","HIQ031J_HIQ","Covered by single service plan"
"1654","HIQ031AA_HIQ","No coverage of any type"
"1655","HIQ065_HIQ","CHECK ITEM"
"1656","HIQ259_HIQ","CHECK ITEM"
"1657","HIQ260_HIQ","Have Medicare?"
"1658","HIQ105_HIQ","Insurance card available or not"
"1659","HIQ269_HIQ","CHECK ITEM"
"1660","HIQ270_HIQ","Do plans cover prescriptions?"
"1661","HIQ210_HIQ","Time when no insurance in past year?"
"1662","SEQN_HEQ","Respondent sequence number"
"1663","HEQ010_HEQ","Ever told you have Hepatitis B?"
"1664","HEQ020_HEQ","Ever prescribed meds treat Hepatitis B?"
"1665","HEQ030_HEQ","Ever told you have Hepatitis C?"
"1666","HEQ040_HEQ","Ever prescribed meds treat Hepatitis C?"
"1667","SEQN_HUQ","Respondent sequence number"
"1668","HUQ010_HUQ","General health condition"
"1669","HUQ015_HUQ","CHECK ITEM"
"1670","HUQ020_HUQ","Health now compared with 1 year ago"
"1671","HUQ030_HUQ","Routine place to go for healthcare"
"1672","HUQ041_HUQ","Type place most often go for healthcare"
"1673","HUQ051_HUQ","#times receive healthcare over past year"
"1674","HUQ061_HUQ","How long since last healthcare visit"
"1675","HUQ071_HUQ","Overnight hospital patient in last year"
"1676","HUD080_HUQ","#times overnite hospital patient/last yr"
"1677","HUQ085_HUQ","CHECK ITEM"
"1678","HUQ090_HUQ","Seen mental health professional/past yr"
"1679","SEQN_HOQ","Respondent sequence number"
"1680","HOD050_HOQ","Number of rooms in home"
"1681","HOQ065_HOQ","Home owned, bought, rented, other"
"1682","SEQN_IMQ","Respondent sequence number"
"1683","IMQ011_IMQ","Received Hepatitis A vaccine"
"1684","IMQ020_IMQ","Received Hepatitis B 3 dose series"
"1685","IMQ050_IMQ","CHECK ITEM"
"1686","IMQ060_IMQ","Received HPV vaccine (Females)"
"1687","IMQ070_IMQ","Received HPV vaccine (Males)"
"1688","IMD080_IMQ","Which HPV vaccine received (Females)?"
"1689","IMQ090_IMQ","Age first dose HPV"
"1690","IMQ100_IMQ","Received HPV, # of doses"
"1691","SEQN_INQ","Respondent sequence number"
"1692","INQ020_INQ","Income from wages/salaries"
"1693","INQ012_INQ","Income from self employment"
"1694","INQ030_INQ","Income from Social Security or RR"
"1695","INQ060_INQ","Income from other disability pension"
"1696","INQ080_INQ","Income from retirement/survivor pension"
"1697","INQ090_INQ","Income from Supplemental Security Income"
"1698","INQ132_INQ","Income from state/county cash assistance"
"1699","INQ140_INQ","Income from interest/dividends or rental"
"1700","INQ150_INQ","Income from other sources"
"1701","IND235_INQ","Monthly family income"
"1702","INDFMMPI_INQ","Family monthly poverty level index"
"1703","INDFMMPC_INQ","Family monthly poverty level category"
"1704","INQ300_INQ","Family has savings more than $20,000"
"1705","IND310_INQ","Total savings/cash assets for the family"
"1706","INQ320_INQ","How do you get to the grocery store?"
"1707","SEQN_KIQ_U","Respondent sequence number"
"1708","KIQ022_KIQ_U","Ever told you had weak/failing kidneys"
"1709","KIQ025_KIQ_U","Received dialysis in past 12 months"
"1710","KIQ026_KIQ_U","Ever had kidney stones?"
"1711","KIQ029_KIQ_U","Pass kidney stone in past 12 months?"
"1712","KIQ005_KIQ_U","How often have urinary leakage"
"1713","KIQ010_KIQ_U","How much urine lose each time?"
"1714","KIQ042_KIQ_U","Leak urine during physical activities"
"1715","KIQ430_KIQ_U","How frequently does this occur?"
"1716","KIQ044_KIQ_U","Urinated before reaching the toilet"
"1717","KIQ450_KIQ_U","How frequently does this occur?"
"1718","KIQ046_KIQ_U","Leak urine during nonphysical activities"
"1719","KIQ470_KIQ_U","How frequently does this occur?"
"1720","KIQ048A_KIQ_U","CHECK ITEM"
"1721","KIQ050_KIQ_U","How much did urine leakage bother you"
"1722","KIQ052_KIQ_U","How much were daily activities affected"
"1723","KIQ480_KIQ_U","How many times urinate in night?"
"1724","SEQN_MCQ","Respondent sequence number"
"1725","MCQ010_MCQ","Ever been told you have asthma"
"1726","MCQ025_MCQ","Age when first had asthma"
"1727","MCQ035_MCQ","Still have asthma"
"1728","MCQ040_MCQ","Had asthma attack in past year"
"1729","MCQ050_MCQ","Emergency care visit for asthma/past yr"
"1730","AGQ030_MCQ","Did SP have episode of hay fever/past yr"
"1731","MCQ053_MCQ","Taking treatment for anemia/past 3 mos"
"1732","MCQ080_MCQ","Doctor ever said you were overweight"
"1733","MCQ092_MCQ","Ever receive blood transfusion"
"1734","MCD093_MCQ","Year receive blood transfusion"
"1735","MCQ149_MCQ","Menstrual periods started yet?"
"1736","MCQ151_MCQ","Age at first menstrual period"
"1737","MCQ160a_MCQ","Doctor ever said you had arthritis"
"1738","MCQ180a_MCQ","Age when told you had arthritis"
"1739","MCQ195_MCQ","Which type of arthritis was it?"
"1740","MCQ160n_MCQ","Doctor ever told you that you had gout?"
"1741","MCQ180n_MCQ","Age when told you had gout."
"1742","MCQ160b_MCQ","Ever told had congestive heart failure"
"1743","MCQ180b_MCQ","Age when told you had heart failure"
"1744","MCQ160c_MCQ","Ever told you had coronary heart disease"
"1745","MCQ180c_MCQ","Age when told had coronary heart disease"
"1746","MCQ160d_MCQ","Ever told you had angina/angina pectoris"
"1747","MCQ180d_MCQ","Age when told you had angina pectoris"
"1748","MCQ160e_MCQ","Ever told you had heart attack"
"1749","MCQ180e_MCQ","Age when told you had heart attack"
"1750","MCQ160f_MCQ","Ever told you had a stroke"
"1751","MCQ180f_MCQ","Age when told you had a stroke"
"1752","MCQ160g_MCQ","Ever told you had emphysema"
"1753","MCQ180g_MCQ","Age when told you had emphysema"
"1754","MCQ160m_MCQ","Ever told you had thyroid problem"
"1755","MCQ170m_MCQ","Do you still have thyroid problem"
"1756","MCQ180m_MCQ","Age when told you had thyroid problem"
"1757","MCQ160k_MCQ","Ever told you had chronic bronchitis"
"1758","MCQ170k_MCQ","Do you still have chronic bronchitis"
"1759","MCQ180k_MCQ","Age when told you had chronic bronchitis"
"1760","MCQ160l_MCQ","Ever told you had any liver condition"
"1761","MCQ170l_MCQ","Do you still have a liver condition"
"1762","MCQ180l_MCQ","Age when told you had a liver condition"
"1763","MCQ160o_MCQ","Ever told you had COPD?"
"1764","MCQ203_MCQ","Ever been told you have jaundice?"
"1765","MCQ206_MCQ","Age when told you have jaundice?"
"1766","MCQ220_MCQ","Ever told you had cancer or malignancy"
"1767","MCQ230a_MCQ","What kind of cancer"
"1768","MCQ230b_MCQ","What kind of cancer"
"1769","MCQ230c_MCQ","What kind of cancer"
"1770","MCQ230d_MCQ","What kind of cancer"
"1771","MCQ240a_MCQ","Age when bladder cancer first diagnosed"
"1772","MCQ240aa_MCQ","Age testicular cancer first diagnosed"
"1773","MCQ240b_MCQ","Age when blood cancer first diagnosed"
"1774","MCQ240bb_MCQ","Age when thyroid cancer first diagnosed"
"1775","MCQ240c_MCQ","Age when bone cancer first diagnosed"
"1776","MCQ240cc_MCQ","Age when uterine cancer first diagnosed"
"1777","MCQ240d_MCQ","Age when brain cancer first diagnosed"
"1778","MCQ240dd_MCQ","Age other type of cancer first diagnosed"
"1779","MCQ240dk_MCQ","How old when cancer first diagnosed?"
"1780","MCQ240e_MCQ","Age when breast cancer first diagnosed"
"1781","MCQ240f_MCQ","Age when cervical cancer first diagnosed"
"1782","MCQ240g_MCQ","Age when colon cancer first diagnosed"
"1783","MCQ240h_MCQ","Age esophageal cancer first diagnosed"
"1784","MCQ240i_MCQ","Age gallbladder cancer first diagnosed"
"1785","MCQ240j_MCQ","Age when kidney cancer first diagnosed"
"1786","MCQ240k_MCQ","Age larynx/windpipe cancer diagnosed"
"1787","MCQ240l_MCQ","Age when leukemia first diagnosed"
"1788","MCQ240m_MCQ","Age when liver cancer first diagnosed"
"1789","MCQ240n_MCQ","Age when lung cancer first diagnosed"
"1790","MCQ240o_MCQ","Age lymphoma/Hodgkins' diagnosed"
"1791","MCQ240p_MCQ","Age when melanoma first diagnosed"
"1792","MCQ240q_MCQ","Age mouth\tongue\lip cancer diagnosed"
"1793","MCQ240r_MCQ","Age nervous system cancer diagnosed"
"1794","MCQ240s_MCQ","Age when ovarian cancer first diagnosed"
"1795","MCQ240t_MCQ","Age pancreatic cancer first diagnosed"
"1796","MCQ240u_MCQ","Age prostate cancer first diagnosed"
"1797","MCQ240v_MCQ","Age when rectal cancer first diagnosed"
"1798","MCQ240w_MCQ","melanoma skin cancer diagnosed"
"1799","MCQ240x_MCQ","Age unknown skin cancer first diagnosed"
"1800","MCQ240y_MCQ","Age soft tissue cancer first diagnosed"
"1801","MCQ240z_MCQ","Age stomach cancer first diagnosed"
"1802","MCQ300a_MCQ","Close relative had heart attack?"
"1803","MCQ300b_MCQ","Close relative had asthma?"
"1804","MCQ300c_MCQ","Close relative had diabetes?"
"1805","MCQ365a_MCQ","Doctor told you to lose weight"
"1806","MCQ365b_MCQ","Doctor told you to exercise"
"1807","MCQ365c_MCQ","Doctor told you to reduce salt in diet"
"1808","MCQ365d_MCQ","Doctor told you to reduce fat/calories"
"1809","MCQ370a_MCQ","Are you now controlling or losing weight"
"1810","MCQ370b_MCQ","Are you now increasing exercise"
"1811","MCQ370c_MCQ","Are you now reducing salt in diet"
"1812","MCQ370d_MCQ","Are you now reducing fat in diet"
"1813","OSQ230_MCQ","Any metal objects inside your body?"
"1814","SEQN_DPQ","Respondent sequence number"
"1815","DPQ010_DPQ","Have little interest in doing things"
"1816","DPQ020_DPQ","Feeling down, depressed, or hopeless"
"1817","DPQ030_DPQ","Trouble sleeping or sleeping too much"
"1818","DPQ040_DPQ","Feeling tired or having little energy"
"1819","DPQ050_DPQ","Poor appetite or overeating"
"1820","DPQ060_DPQ","Feeling bad about yourself"
"1821","DPQ070_DPQ","Trouble concentrating on things"
"1822","DPQ080_DPQ","Moving or speaking slowly or too fast"
"1823","DPQ090_DPQ","Thought you would be better off dead"
"1824","DPQ100_DPQ","Difficulty these problems have caused"
"1825","SEQN_OCQ","Respondent sequence number"
"1826","OCD150_OCQ","Type of work done last week"
"1827","OCQ180_OCQ","Hours worked last week at all jobs"
"1828","OCQ210_OCQ","Usually work 35 or more hours per week"
"1829","OCQ260_OCQ","Description of job/work situation"
"1830","OCD270_OCQ","Number of months working in the main job"
"1831","OCQ600_OCQ","How often wear protective hearing device"
"1832","OCQ610_OCQ","How many days/mo. exposed to loud noise"
"1833","OCQ630_OCQ","How many hrs a day exposed to loud noise"
"1834","OCQ640_OCQ","Days per mo. exposed to very loud noise"
"1835","OCQ660_OCQ","Hours per day exposed to very loud noise"
